pp,video,dial,t_begin_s,t_mid_s,t_end_s,duration_s,x_fix,y_fix
13,5,4,48.96625,49.1835,49.40075,0.4345,357.8,1018.9
13,5,5,49.44425,49.72212,50.0,0.55575,1075.4,800.85
13,5,5,50.0,50.18088,50.36175,0.36175,1075.4,800.85
13,5,6,50.39875,50.5185,50.63825,0.2395,1716.8,903.8
13,5,2,50.6865,50.79,50.8935,0.207,976.65,277.4
13,5,2,50.90675,51.0605,51.21425,0.3075,910.3,236.1
13,5,2,51.225,51.3345,51.444,0.219,859.9,243.5
13,5,3,51.48925,51.642,51.79475,0.3055,1639.75,239.55
13,5,5,51.84175,51.92087,52.0,0.15825,1050.6,870.75
13,5,5,52.0,52.08612,52.17225,0.17225,1050.6,870.75
13,5,1,52.76625,52.9165,53.06675,0.3005,413.15,170.9
13,5,6,53.12825,53.2075,53.28675,0.1585,1616.95,795.5
13,5,6,53.30175,53.348,53.39425,0.0925,1686.95,886.9
13,5,1,53.453,53.7265,54.0,0.547,434.3,146.65
13,5,1,54.0,54.128,54.256,0.256,434.3,146.65
13,5,2,54.2885,54.362,54.4355,0.147,901.5,250.4
13,5,5,54.475,54.5915,54.708,0.233,932.15,783.0
13,5,4,54.7455,54.822,54.8985,0.153,408.6,900.1
13,5,6,54.95225,55.1365,55.32075,0.3685,1630.8,817.0
13,5,3,55.36075,55.487,55.61325,0.2525,1657.25,201.05
13,5,3,55.6265,55.81325,56.0,0.3735,1746.2,144.9
13,5,3,56.0,56.34725,56.6945,0.6945,1746.2,144.9
13,5,2,56.73925,56.8625,56.98575,0.2465,949.4,270.8
13,5,1,57.02375,57.159,57.29425,0.2705,361.1,149.9
13,5,4,57.99825,57.99912,58.0,0.00175,392.35,934.2
13,5,4,58.0,58.08038,58.16075,0.16075,392.35,934.2
13,5,6,58.21425,58.3195,58.42475,0.2105,1597.7,910.9
13,5,6,58.437,58.476,58.515,0.078,1659.05,926.2
13,5,4,58.571,58.677,58.783,0.212,426.8,982.1
13,5,4,58.796,58.9145,59.033,0.237,364.25,1003.0
13,5,5,59.06975,59.1775,59.28525,0.2155,947.65,787.6
13,5,2,59.32575,59.4275,59.52925,0.2035,756.6,170.2
13,5,1,59.56225,59.7035,59.84475,0.2825,344.1,159.9
13,5,2,59.882,59.941,60.0,0.118,946.3,234.75
13,5,2,60.0,60.3175,60.635,0.635,946.3,234.75
13,5,5,60.6745,60.8945,61.1145,0.44,956.0,823.7
13,5,2,61.19275,61.265,61.33725,0.1445,929.2,243.8
13,5,2,61.71625,61.85813,62.0,0.28375,1101.39416,322.65671
13,5,2,62.0,62.22487,62.44975,0.44975,1101.39416,322.65671
13,5,1,62.49,62.8855,63.281,0.791,366.3,136.2
13,5,5,63.324,63.4355,63.547,0.223,1000.6,821.75
13,5,5,63.55975,63.7375,63.91525,0.3555,1060.6,837.5
13,5,4,63.95775,63.97888,64.0,0.04225,365.8,964.15
13,5,4,64.0,64.39413,64.78825,0.78825,365.8,964.15
13,5,6,64.84275,65.0305,65.21825,0.3755,1638.2,946.7
13,5,5,65.25425,65.4235,65.59275,0.3385,1065.7,860.0
13,5,5,65.60625,65.80312,66.0,0.39375,1079.0,801.65
13,5,5,66.0,66.18738,66.37475,0.37475,1079.0,801.65
13,5,6,66.409,66.507,66.605,0.196,1591.5,912.7
13,5,5,66.642,66.7175,66.793,0.151,995.3,767.85
13,5,1,66.84325,67.42163,68.0,1.15675,407.5,150.8
13,5,1,68.0,68.09637,68.19275,0.19275,407.5,150.8
13,5,6,68.2325,68.3525,68.4725,0.24,1677.8,977.5
13,5,6,68.48375,68.86,69.23625,0.7525,1729.6,965.0
13,5,3,69.2755,69.434,69.5925,0.317,1675.85,198.5
13,5,2,69.63775,69.751,69.86425,0.2265,942.2,218.75
13,5,2,69.87625,69.938,69.99975,0.1235,896.4,255.75
13,5,5,70.0395,70.1575,70.2755,0.236,1042.4,837.9
13,5,5,70.28775,70.46,70.63225,0.3445,1001.1,874.25
13,5,5,70.6465,70.8845,71.1225,0.476,1019.2,770.0
13,5,1,71.17425,71.334,71.49375,0.3195,313.9,176.4
13,5,1,71.506,71.753,72.0,0.494,317.3,245.4
13,5,1,72.0,72.037,72.074,0.074,317.3,245.4
13,5,5,72.12325,72.3285,72.53375,0.4105,963.0,875.2
13,5,2,72.574,72.653,72.732,0.158,884.5,246.75
13,5,1,72.771,72.901,73.031,0.26,346.0,186.9
13,5,1,73.0435,73.228,73.4125,0.369,419.3,157.3
13,5,3,73.46675,73.702,73.93725,0.4705,1634.3,206.25
13,5,2,74.13425,74.27,74.40575,0.2715,926.5,262.65
13,5,3,74.44925,74.57,74.69075,0.2415,1660.4,191.1
13,5,5,74.819,75.0375,75.256,0.437,1033.9,857.25
13,5,5,75.26775,75.324,75.38025,0.1125,1062.8,823.3
13,5,4,75.421,75.5235,75.626,0.205,425.95,987.7
13,5,3,75.6995,75.805,75.9105,0.211,1665.35,240.45
13,5,3,75.924,75.962,76.0,0.076,1699.55,192.85
13,5,3,76.0,76.122,76.244,0.244,1699.55,192.85
13,5,5,76.93175,77.079,77.22625,0.2945,1083.65,799.9
13,5,6,77.26575,77.3745,77.48325,0.2175,1698.65,897.85
13,5,3,77.5205,77.648,77.7755,0.255,1695.7,196.45
13,5,1,77.78875,77.89437,78.0,0.21125,323.58716,207.45
13,5,1,78.0,78.78012,79.56025,1.56025,323.58716,207.45
13,5,4,79.57925,79.6765,79.77375,0.1945,380.5,878.7
13,5,3,79.84375,79.92188,80.0,0.15625,1782.8,219.9
13,5,3,80.0,80.00713,80.01425,0.01425,1782.8,219.9
13,5,3,80.02775,80.2505,80.47325,0.4455,1731.9116,137.26546
13,5,1,80.53475,80.6205,80.70625,0.1715,257.1,147.1
13,5,4,80.72125,80.9935,81.26575,0.5445,374.90448,828.09028
13,5,5,81.27875,81.4585,81.63825,0.3595,785.05586,889.21641
13,5,6,81.6715,81.789,81.9065,0.235,1602.9,948.4
13,5,5,81.946,81.973,82.0,0.054,1043.1181,804.89698
13,5,5,82.0,82.255,82.51,0.51,1043.1181,804.89698
13,5,5,82.52175,82.5735,82.62525,0.1035,1089.3,786.4
13,5,2,83.21525,83.535,83.85475,0.6395,875.85,204.95
13,5,3,83.89825,83.94913,84.0,0.10175,1727.1,157.45
13,5,3,84.0,84.03737,84.07475,0.07475,1727.1,157.45
13,5,1,84.133,84.41,84.687,0.554,435.35,158.45
13,5,5,84.73075,84.8425,84.95425,0.2235,1006.7,866.9
13,5,1,85.00575,85.0935,85.18125,0.1755,383.9,230.7
13,5,4,85.515,85.5705,85.626,0.111,377.4,929.5
13,5,1,85.66125,85.7125,85.76375,0.1025,322.0,393.0
13,5,4,85.80125,85.8835,85.96575,0.1645,299.75,975.55
13,5,4,85.979,85.9895,86.0,0.021,332.65,1030.4
13,5,4,86.0,86.085,86.17,0.17,332.65,1030.4
13,5,1,86.20625,86.285,86.36375,0.1575,364.8,293.3
13,5,1,86.37875,86.4925,86.60625,0.2275,397.4,186.1
13,5,1,86.61775,86.9925,87.36725,0.7495,425.4,154.0
13,5,5,87.413,87.5065,87.6,0.187,956.5,841.55
13,5,5,87.61575,87.6875,87.75925,0.1435,1063.9,853.25
13,5,6,87.79575,87.89787,88.0,0.20425,1682.26468,932.7
13,5,6,88.0,88.26512,88.53025,0.53025,1682.26468,932.7
13,5,3,88.5705,88.6645,88.7585,0.188,1626.5,188.2
13,5,4,88.814,88.902,88.99,0.176,432.7,851.95
13,5,4,89.0035,89.0815,89.1595,0.156,377.4,888.35
13,5,5,89.19925,89.2755,89.35175,0.1525,1036.4,829.55
13,5,6,89.38775,89.5175,89.64725,0.2595,1667.35,895.9
13,6,2,0.3055,0.385,0.4645,0.159,915.3,209.5
13,6,1,0.64175,0.764,0.88625,0.2445,382.5,153.65
13,6,2,0.9185,1.033,1.1475,0.229,842.95,244.95
13,6,1,1.186,1.315,1.444,0.258,375.6,142.85
13,6,4,1.48525,1.5965,1.70775,0.2225,384.7,848.75
13,6,4,1.7185,1.772,1.8255,0.107,428.55,829.1
13,6,5,1.85925,1.92963,2.0,0.14075,934.5,788.8
13,6,5,2.0,2.00687,2.01375,0.01375,934.5,788.8
13,6,2,2.0505,2.126,2.2015,0.151,912.3,296.05
13,6,6,2.242,2.3995,2.557,0.315,1520.25,855.7
13,6,5,2.591,2.7055,2.82,0.229,981.55,814.7
13,6,2,2.85425,2.9235,2.99275,0.1385,891.8,396.85
13,6,5,3.01925,3.364,3.70875,0.6895,941.95,793.7
13,6,2,3.74325,3.87162,4.0,0.25675,939.3,192.7
13,6,2,4.0,4.01238,4.02475,0.02475,939.3,192.7
13,6,2,4.03725,4.212,4.38675,0.3495,908.8,145.4
13,6,3,4.42675,4.466,4.50525,0.0785,1605.5,323.85
13,6,6,4.53025,4.612,4.69375,0.1635,1482.9,739.6
13,6,6,4.70725,4.8805,5.05375,0.3465,1550.3,767.0
13,6,3,5.09275,5.3405,5.58825,0.4955,1625.55,270.2
13,6,6,5.6205,5.7675,5.9145,0.294,1579.8,795.5
13,6,2,5.959,5.9795,6.0,0.041,976.6,295.9
13,6,2,6.0,6.0685,6.137,0.137,976.6,295.9
13,6,2,6.14975,6.2625,6.37525,0.2255,949.55,251.9
13,6,5,6.42725,6.5035,6.57975,0.1525,1020.8,773.8
13,6,5,6.595,6.673,6.751,0.156,952.6,845.1
13,6,2,7.3255,7.431,7.5365,0.211,991.45,224.15
13,6,2,7.548,7.774,8.0,0.452,986.1,206.3
13,6,2,8.0,8.1915,8.383,0.383,986.1,206.3
13,6,2,8.39675,8.67,8.94325,0.5465,920.25,137.45
13,6,1,8.98425,9.0845,9.18475,0.2005,293.95,136.3
13,6,2,9.221,9.513,9.805,0.584,905.35,137.55
13,6,6,9.856,9.928,10.0,0.144,1638.7,806.5
13,6,6,10.0,10.086,10.172,0.172,1638.7,806.5
13,6,2,10.2235,10.371,10.5185,0.295,1134.65,197.6
13,6,3,10.55025,10.613,10.67575,0.1255,1624.1,226.6
13,6,2,10.71675,10.895,11.07325,0.3565,935.0,160.3
13,6,4,11.1195,11.199,11.2785,0.159,295.1,873.7
13,6,4,11.29275,11.3715,11.45025,0.1575,380.3,859.1
13,6,2,11.501,11.5905,11.68,0.179,987.3,156.2
13,6,5,11.721,11.842,11.963,0.242,946.3,845.45
13,6,3,12.009,12.1645,12.32,0.311,1688.6,245.05
13,6,1,12.3815,12.789,13.1965,0.815,369.2,216.0
13,6,6,13.2085,13.5315,13.8545,0.646,1574.9,776.2
13,6,6,13.87,13.935,14.0,0.13,1664.2,808.65
13,6,6,14.0,14.057,14.114,0.114,1664.2,808.65
13,6,2,14.1645,14.373,14.5815,0.417,921.0,140.4
13,6,5,14.62325,14.69,14.75675,0.1335,917.95,849.6
13,6,4,14.793,14.9535,15.114,0.321,401.5,815.3
13,6,6,15.1665,15.397,15.6275,0.461,1635.0,807.8
13,6,5,15.669,15.8345,16.0,0.331,932.2,828.0
13,6,5,16.0,16.0465,16.093,0.093,932.2,828.0
13,6,2,16.12875,16.9155,17.70225,1.5735,923.1,157.3
13,6,6,17.755,17.8735,17.992,0.237,1564.9,863.4
13,6,6,18.00875,18.0605,18.11225,0.1035,1540.25,752.6
13,6,4,18.16475,18.3865,18.60825,0.4435,394.0,861.0
13,6,4,18.621,18.7075,18.794,0.173,477.45,849.95
13,6,2,18.838,19.296,19.754,0.916,905.7,142.2
13,6,2,19.76725,19.88363,20.0,0.23275,908.75,218.6
13,6,2,20.0,20.01037,20.02075,0.02075,908.75,218.6
13,6,3,20.0595,20.192,20.3245,0.265,1624.1,230.4
13,6,2,20.3675,20.4705,20.5735,0.206,874.4,187.4
13,6,2,20.58675,20.8035,21.02025,0.4335,913.9,146.6
13,6,1,21.85775,21.92887,22.0,0.14225,411.3,140.8
13,6,1,22.0,22.03412,22.06825,0.06825,411.3,140.8
13,6,5,22.6985,22.784,22.8695,0.171,905.2,741.1
13,6,6,22.90475,23.0175,23.13025,0.2255,1500.05,787.9
13,6,4,23.1685,23.58425,24.0,0.8315,450.9,849.35
13,6,4,24.0,24.07475,24.1495,0.1495,450.9,849.35
13,6,2,24.19675,24.448,24.69925,0.5025,934.6,187.1
13,6,2,24.71375,24.8435,24.97325,0.2595,989.4,121.15
13,6,2,24.98475,25.4285,25.87225,0.8875,930.6,150.1
13,6,5,25.9125,25.95625,26.0,0.0875,970.8,790.5
13,6,5,26.0,26.10625,26.2125,0.2125,970.8,790.5
13,6,3,26.393,26.485,26.577,0.184,1516.9,274.65
13,6,2,26.61725,26.7525,26.88775,0.2705,940.5,235.65
13,6,6,26.93175,27.064,27.19625,0.2645,1529.85,894.9
13,6,2,27.244,27.3695,27.495,0.251,944.1,188.3
13,6,2,27.50675,27.75337,28.0,0.49325,903.95,154.05
13,6,2,28.0,28.02613,28.05225,0.05225,903.95,154.05
13,6,6,28.09625,28.253,28.40975,0.3135,1533.05,867.9
13,6,2,28.498,28.5695,28.641,0.143,1003.2,167.7
13,6,6,28.6815,28.903,29.1245,0.443,1531.2,794.75
13,6,2,29.1675,29.551,29.9345,0.767,925.4,185.5
13,6,1,29.97325,29.98663,30.0,0.02675,314.1,156.9
13,6,1,30.0,30.14538,30.29075,0.29075,314.1,156.9
13,6,4,30.3255,30.637,30.9485,0.623,405.8,796.65
13,6,2,30.999,31.1255,31.252,0.253,873.9,203.55
13,6,2,31.264,31.632,32.0,0.736,899.9,135.1
13,6,2,32.0,32.0125,32.025,0.025,899.9,135.1
13,6,1,32.05925,32.699,33.33875,1.2795,434.1,122.75
13,6,4,33.38225,33.5225,33.66275,0.2805,408.1,877.95
13,6,1,33.70875,33.8285,33.94825,0.2395,340.7,223.8
13,6,1,33.963,33.9815,34.0,0.037,417.75,165.05
13,6,1,34.0,34.0395,34.079,0.079,417.75,165.05
13,6,2,34.11675,34.2825,34.44825,0.3315,993.15,169.4
13,6,6,34.4885,34.6235,34.7585,0.27,1591.3,741.55
13,6,2,34.80575,34.9175,35.02925,0.2235,909.0,193.45
13,6,2,35.04025,35.52013,36.0,0.95975,921.6,170.7
13,6,2,36.0,36.01537,36.03075,0.03075,921.6,170.7
13,6,1,36.066,36.199,36.332,0.266,410.7,263.1
13,6,4,36.3705,36.476,36.5815,0.211,395.0,882.95
13,6,2,36.5955,36.9525,37.3095,0.714,798.57215,402.65516
13,6,6,37.3535,37.5585,37.7635,0.41,1586.2,787.0
13,6,5,37.8045,37.845,37.8855,0.081,912.3,742.2
13,6,2,37.917,37.9585,38.0,0.083,953.25,220.25
13,6,2,38.0,38.0985,38.197,0.197,953.25,220.25
13,6,2,38.2115,38.613,39.0145,0.803,893.8,153.95
13,6,1,39.04925,39.2145,39.37975,0.3305,400.4,141.9
13,6,2,39.41275,39.6645,39.91625,0.5035,915.62536,139.95728
13,6,1,39.952,39.976,40.0,0.048,341.45,116.05
13,6,1,40.0,40.091,40.182,0.182,341.45,116.05
13,6,2,40.21825,40.304,40.38975,0.1715,860.3,129.6
13,6,5,40.71225,40.793,40.87375,0.1615,923.5,839.3
13,6,4,40.91,41.0065,41.103,0.193,387.25,833.1
13,6,2,41.1535,41.2385,41.3235,0.17,771.5,188.05
13,6,2,41.33875,41.411,41.48325,0.1445,880.35,163.15
13,6,6,41.53025,41.6935,41.85675,0.3265,1605.75,773.5
13,6,2,42.32725,42.4195,42.51175,0.1845,882.4,169.1
13,6,6,42.5535,42.674,42.7945,0.241,1660.0,809.25
13,6,2,42.838,43.004,43.17,0.332,937.6,196.85
13,6,1,43.20325,43.358,43.51275,0.3095,377.65,141.85
13,6,4,43.55375,43.6665,43.77925,0.2255,356.9,880.2
13,6,4,43.7965,43.817,43.8375,0.041,500.55,863.3
13,6,5,43.86975,43.93488,44.0,0.13025,912.05,829.05
13,6,5,44.0,44.01613,44.03225,0.03225,912.05,829.05
13,6,6,44.071,44.375,44.679,0.608,1563.0,760.45
13,6,2,44.8355,45.1425,45.4495,0.614,971.95,190.35
13,6,2,45.46225,45.5275,45.59275,0.1305,934.5,139.6
13,6,4,45.6375,45.7625,45.8875,0.25,428.9,797.4
13,6,6,45.9275,45.96375,46.0,0.0725,1626.3,811.1
13,6,6,46.0,46.33475,46.6695,0.6695,1626.3,811.1
13,6,5,46.7105,46.7665,46.8225,0.112,936.8,854.4
13,6,2,46.857,47.0175,47.178,0.321,909.5,228.6
13,6,1,47.2125,47.363,47.5135,0.301,429.9,138.7
13,6,2,47.54325,47.6255,47.70775,0.1645,884.3,267.1
13,6,4,47.85325,47.92663,48.0,0.14675,424.35,900.0
13,6,4,48.0,48.03987,48.07975,0.07975,424.35,900.0
13,6,4,48.09125,48.349,48.60675,0.5155,464.8,856.7078
13,6,5,48.6385,48.709,48.7795,0.141,936.0,821.85
13,6,2,48.81025,48.9205,49.03075,0.2205,924.25,232.25
13,6,2,49.04325,49.4085,49.77375,0.7305,896.0,163.8
13,6,6,49.8125,49.90625,50.0,0.1875,1604.25,829.85
13,6,6,50.0,50.02275,50.0455,0.0455,1604.25,829.85
13,6,4,50.1005,50.4075,50.7145,0.614,454.3579,823.6697
13,6,2,50.765,50.847,50.929,0.164,867.5,260.6
13,6,2,50.9445,51.0105,51.0765,0.132,946.8,218.1
13,6,1,51.11425,51.55712,52.0,0.88575,422.7,125.2
13,6,1,52.0,52.00337,52.00675,0.00675,422.7,125.2
13,6,2,52.0405,52.281,52.5215,0.481,947.65,131.1
13,6,1,52.56075,52.672,52.78325,0.2225,414.6,211.4
13,6,6,52.83475,52.953,53.07125,0.2365,1559.15,824.15
13,6,6,53.08375,53.2355,53.38725,0.3035,1558.6,765.0
13,6,5,53.426,53.5075,53.589,0.163,921.0,854.85
13,6,4,53.62275,53.7415,53.86025,0.2375,454.3,906.8
13,6,5,53.894,53.947,54.0,0.106,903.55,760.5
13,6,5,54.0,54.01,54.02,0.02,903.55,760.5
13,6,2,54.19075,54.301,54.41125,0.2205,948.2,154.5
13,6,1,54.44825,54.543,54.63775,0.1895,402.35,227.75
13,6,6,54.6955,54.853,55.0105,0.315,1626.3,804.7
13,6,5,55.0515,55.1965,55.3415,0.29,910.05,843.6
13,6,4,55.3755,55.642,55.9085,0.533,456.9,823.3
13,6,6,56.1015,56.412,56.7225,0.621,1570.8,761.4
13,6,3,56.7615,56.826,56.8905,0.129,1637.85,208.05
13,6,2,56.9295,56.986,57.0425,0.113,1023.7,159.2
13,6,6,57.084,57.188,57.292,0.208,1471.2,756.3
13,6,6,57.3075,57.4615,57.6155,0.308,1581.1,771.9
13,6,5,57.655,57.8275,58.0,0.345,973.5,772.8
13,6,5,58.0,58.172,58.344,0.344,973.5,772.8
13,6,2,58.3805,58.5265,58.6725,0.292,955.3,126.8
13,6,1,58.712,58.8795,59.047,0.335,334.2,195.1
13,6,5,59.0885,59.384,59.6795,0.591,867.41303,770.81848
13,6,6,59.71325,59.7685,59.82375,0.1105,1521.8,740.55
13,6,2,59.86875,59.93438,60.0,0.13125,900.4,197.45
13,6,2,60.0,60.09463,60.18925,0.18925,900.4,197.45
13,6,1,60.22525,60.393,60.56075,0.3355,397.0,173.0
13,6,2,60.5945,61.2185,61.8425,1.248,897.0,156.3
13,6,2,61.85575,61.92788,62.0,0.14425,985.6,104.4
13,6,2,62.0,62.04563,62.09125,0.09125,985.6,104.4
13,6,1,62.1295,62.7255,63.3215,1.192,419.9,127.25
13,6,2,63.35775,63.67888,64.0,0.64225,901.8,141.8
13,6,2,64.0,64.17612,64.35225,0.35225,901.8,141.8
13,6,4,64.4005,64.901,65.4015,1.001,501.6,848.6
13,6,2,65.45975,65.578,65.69625,0.2365,979.95,131.35
13,6,4,66.07825,66.2015,66.32475,0.2465,387.55,805.9
13,6,6,66.3845,66.471,66.5575,0.173,1510.9,791.75
13,6,6,66.569,66.8265,67.084,0.515,1546.9,759.45
13,6,5,67.121,67.213,67.305,0.184,990.3,823.75
13,6,1,67.35225,67.67612,68.0,0.64775,428.35,152.7
13,6,1,68.0,68.06188,68.12375,0.12375,428.35,152.7
13,6,5,68.1415,68.2255,68.3095,0.168,985.6,836.2
13,6,4,68.348,68.4605,68.573,0.225,371.5,795.2
13,6,4,68.58725,68.845,69.10275,0.5155,453.4,806.7
13,6,2,69.1485,69.26,69.3715,0.223,870.8,171.3
13,6,2,69.38275,69.69137,70.0,0.61725,891.05,134.55
13,6,2,70.0,70.00662,70.01325,0.01325,891.05,134.55
13,6,6,70.056,71.028,72.0,1.944,1563.9,770.85
13,6,6,72.0,72.611,73.222,1.222,1563.9,770.85
13,6,2,73.26975,73.343,73.41625,0.1465,953.8,281.3
13,6,2,73.42875,73.539,73.64925,0.2205,923.0,219.9
13,6,2,73.6635,73.83175,74.0,0.3365,901.7,139.85
13,6,2,74.0,74.10975,74.2195,0.2195,901.7,139.85
13,6,6,74.265,74.538,74.811,0.546,1537.0,765.15
13,6,2,74.8555,74.972,75.0885,0.233,969.2,154.35
13,6,2,75.10225,75.188,75.27375,0.1715,896.2,178.9
13,6,4,75.7935,75.868,75.9425,0.149,443.8,878.5
13,6,6,76.153,76.242,76.331,0.178,1489.05,750.8
13,6,6,76.3435,76.5415,76.7395,0.396,1553.2,744.85
13,6,5,76.77875,76.845,76.91125,0.1325,975.95,835.2
13,6,2,76.94875,77.099,77.24925,0.3005,935.95,185.9
13,6,6,78.53725,78.6475,78.75775,0.2205,1532.7,803.3
13,6,6,78.76925,79.0555,79.34175,0.5725,1572.95,757.1
13,6,4,79.39525,79.5065,79.61775,0.2225,487.1,791.9
13,6,4,79.6295,79.6615,79.6935,0.064,450.4,831.7
13,6,6,79.745,79.8465,79.948,0.203,1609.6,812.25
13,6,2,79.99475,79.99738,80.0,0.00525,991.4,157.4
13,6,2,80.0,80.13462,80.26925,0.26925,991.4,157.4
13,6,2,81.0625,81.2015,81.3405,0.278,1053.1,188.85
13,6,6,81.37975,81.4825,81.58525,0.2055,1510.4,815.85
13,6,1,81.6455,81.7735,81.9015,0.256,304.2,203.85
13,6,1,81.91675,81.95837,82.0,0.08325,378.8,126.6
13,6,1,82.0,82.25312,82.50625,0.50625,378.8,126.6
13,6,3,82.558,82.757,82.956,0.398,1620.6,255.1
13,6,1,83.01825,83.1,83.18175,0.1635,339.5,117.3
13,6,1,83.193,83.2955,83.398,0.205,391.75,130.2
13,6,3,83.45475,83.631,83.80725,0.3525,1665.35,300.75
13,6,5,83.85225,83.92612,84.0,0.14775,1004.1,820.3
13,6,5,84.0,84.08537,84.17075,0.17075,1004.1,820.3
13,6,1,84.239,84.369,84.499,0.26,431.7,202.4
13,6,2,84.52425,84.9145,85.30475,0.7805,939.65,180.65
13,6,2,85.80375,85.90187,86.0,0.19625,1004.3,181.9
13,6,2,86.0,86.11212,86.22425,0.22425,1004.3,181.9
13,6,2,86.73425,86.831,86.92775,0.1935,1113.1,196.25
13,6,1,86.96925,87.073,87.17675,0.2075,342.5,200.7
13,6,1,87.1905,87.5635,87.9365,0.746,415.4,144.0
13,6,4,87.97875,87.98937,88.0,0.02125,377.5,859.05
13,6,4,88.0,88.10863,88.21725,0.21725,377.5,859.05
13,6,1,88.26575,88.3345,88.40325,0.1375,325.8,98.6
13,6,6,88.46075,88.954,89.44725,0.9865,1560.7,725.51596
13,6,1,89.48425,89.587,89.68975,0.2055,375.3,139.8
13,7,2,0.33525,0.4235,0.51175,0.1765,929.7,233.5
13,7,5,0.547,0.63,0.713,0.166,911.0,732.05
13,7,2,0.7485,0.838,0.9275,0.179,972.6,188.0
13,7,5,0.96725,1.022,1.07675,0.1095,881.0,906.2
13,7,5,1.092,1.254,1.416,0.324,898.45,781.65
13,7,1,1.4555,1.5755,1.6955,0.24,405.3,196.4
13,7,1,1.70975,1.85488,2.0,0.29025,400.95,281.65
13,7,1,2.0,2.01662,2.03325,0.03325,400.95,281.65
13,7,5,2.07275,2.249,2.42525,0.3525,899.7,787.3
13,7,6,2.46175,2.557,2.65225,0.1905,1485.8,824.85
13,7,6,2.6665,2.6955,2.7245,0.058,1590.7,849.3
13,7,3,2.75975,3.0295,3.29925,0.5395,1700.2,185.6
13,7,2,3.345,3.4765,3.608,0.263,968.7,174.3
13,7,2,3.62175,3.81088,4.0,0.37825,986.9,99.15
13,7,2,4.0,4.01863,4.03725,0.03725,986.9,99.15
13,7,2,4.3125,4.553,4.7935,0.481,953.15,92.2
13,7,5,4.83425,4.9645,5.09475,0.2605,961.8,800.0
13,7,6,5.12925,5.248,5.36675,0.2375,1533.1,747.2
13,7,1,5.42375,5.5195,5.61525,0.1915,387.0,232.1
13,7,1,5.626,5.7615,5.897,0.271,375.9,277.05
13,7,4,5.93525,5.96762,6.0,0.06475,324.05,689.0
13,7,4,6.0,6.02937,6.05875,0.05875,324.05,689.0
13,7,4,6.07625,6.3275,6.57875,0.5025,266.3,823.8
13,7,5,6.622,6.76,6.898,0.276,954.55,761.1
13,7,2,6.945,6.9965,7.048,0.103,1154.2,150.05
13,7,3,7.0795,7.166,7.2525,0.173,1584.8,204.4
13,7,3,7.2645,7.2915,7.3185,0.054,1632.55,204.65
13,7,1,7.37425,7.4805,7.58675,0.2125,312.7,137.9
13,7,1,7.5995,7.659,7.7185,0.119,334.3,205.9
13,7,6,7.7735,7.8595,7.9455,0.172,1420.8,828.9
13,7,5,8.11625,8.1835,8.25075,0.1345,977.7,830.2
13,7,1,8.463,8.603,8.743,0.28,402.8,165.6
13,7,5,8.77825,9.0555,9.33275,0.5545,1029.89704,738.73211
13,7,6,9.36775,9.5175,9.66725,0.2995,1597.55,916.85
13,7,3,9.70425,9.8385,9.97275,0.2685,1648.1,254.4
13,7,6,10.01125,10.086,10.16075,0.1495,1616.25,882.3
13,7,6,10.177,10.42,10.663,0.486,1573.6,727.1
13,7,2,10.71425,10.841,10.96775,0.2535,971.5,123.55
13,7,6,11.01475,11.203,11.39125,0.3765,1542.6,780.3
13,7,3,11.425,11.533,11.641,0.216,1718.7,230.4
13,7,1,11.69575,11.797,11.89825,0.2025,378.7,172.8
13,7,1,11.91275,11.95638,12.0,0.08725,418.2,314.7
13,7,1,12.0,12.35963,12.71925,0.71925,418.2,314.7
13,7,5,12.7575,12.9235,13.0895,0.332,925.4,731.15
13,7,4,13.13,13.4385,13.747,0.617,282.65939,812.53009
13,7,5,13.788,13.8735,13.959,0.171,961.1,677.3
13,7,5,13.9705,13.98525,14.0,0.0295,935.25,717.35
13,7,5,14.0,14.06175,14.1235,0.1235,935.25,717.35
13,7,6,14.16275,14.3165,14.47025,0.3075,1674.4,794.9
13,7,2,14.5205,14.683,14.8455,0.325,954.1,156.05
13,7,1,14.88525,15.082,15.27875,0.3935,355.35,251.0
13,7,6,15.3335,15.4155,15.4975,0.164,1497.6,748.8
13,7,6,15.51325,15.574,15.63475,0.1215,1620.1,778.1
13,7,3,15.67025,15.83512,16.0,0.32975,1680.5,220.9
13,7,3,16.0,16.00737,16.01475,0.01475,1680.5,220.9
13,7,3,16.0275,16.5115,16.9955,0.968,1762.7,229.5
13,7,2,17.04375,17.1315,17.21925,0.1755,932.3,146.4
13,7,1,17.25725,17.338,17.41875,0.1615,340.1,240.4
13,7,3,17.478,17.6215,17.765,0.287,1695.9,152.95
13,7,6,17.80225,17.90113,18.0,0.19775,1643.6,798.95
13,7,6,18.0,18.04187,18.08375,0.08375,1643.6,798.95
13,7,3,18.124,18.2715,18.419,0.295,1678.7,173.75
13,7,1,18.473,18.5815,18.69,0.217,438.95,263.05
13,7,3,18.75375,19.101,19.44825,0.6945,1752.6,231.6
13,7,2,19.49325,19.6415,19.78975,0.2965,972.5,173.1
13,7,1,19.82675,19.91338,20.0,0.17325,430.9,252.1
13,7,1,20.0,20.04962,20.09925,0.09925,430.9,252.1
13,7,1,20.111,20.2645,20.418,0.307,474.4,237.5
13,7,4,20.456,20.606,20.756,0.3,305.6,855.85
