pp,video,dial,t_begin_s,t_mid_s,t_end_s,duration_s,x_fix,y_fix
67,1,2,19.96325,19.98163,20.0,0.03675,923.15,323.55
67,1,2,20.0,20.05837,20.11675,0.11675,923.15,323.55
67,1,5,20.1435,20.3095,20.4755,0.332,976.0,805.05
67,1,2,20.5045,20.7375,20.9705,0.466,981.3,330.35
67,1,5,20.994,21.11,21.226,0.232,941.8,810.8
67,1,5,21.239,21.5645,21.89,0.651,891.0,779.2
67,1,2,21.921,21.9605,22.0,0.079,985.1,360.6
67,1,2,22.0,22.0265,22.053,0.053,985.1,360.6
67,1,2,22.06525,22.2065,22.34775,0.2825,1028.8,331.5
67,1,5,22.382,22.4955,22.609,0.227,859.7,832.4
67,1,2,22.63475,22.718,22.80125,0.1665,997.6,363.4
67,1,2,22.815,23.113,23.411,0.596,1055.9,307.15
67,1,3,23.54525,23.7525,23.95975,0.4145,1526.7,183.0
67,1,2,23.986,23.993,24.0,0.014,1090.8,255.3
67,1,2,24.0,24.119,24.238,0.238,1090.8,255.3
67,1,5,24.28075,24.4065,24.53225,0.2515,923.65,865.4
67,1,4,24.57225,24.7235,24.87475,0.3025,420.6,939.4
67,1,1,24.9415,25.0445,25.1475,0.206,296.6,254.1
67,1,4,25.17025,25.58512,26.0,0.82975,339.2,1009.2
67,1,4,26.0,26.21588,26.43175,0.43175,339.2,1009.2
67,1,2,26.4865,26.5715,26.6565,0.17,965.8,302.4
67,1,2,26.66975,26.8295,26.98925,0.3195,1040.45,270.65
67,1,5,27.0375,27.144,27.2505,0.213,890.7,927.3
67,1,2,27.2795,27.3575,27.4355,0.156,945.3,329.1
67,1,2,27.4505,27.593,27.7355,0.285,982.7,231.6
67,1,4,27.9115,27.95575,28.0,0.0885,296.4,963.6
67,1,4,28.0,28.14625,28.2925,0.2925,296.4,963.6
67,1,5,28.337,28.377,28.417,0.08,840.5,696.85
67,1,5,28.43175,28.756,29.08025,0.6485,871.5,755.7
67,1,2,29.109,29.197,29.285,0.176,1003.0,288.8
67,1,4,29.34925,29.4215,29.49375,0.1445,419.25,955.55
67,1,4,29.50525,29.6065,29.70775,0.2025,367.7,960.5
67,1,5,29.7335,29.86675,30.0,0.2665,855.0,846.3
67,1,5,30.0,30.01825,30.0365,0.0365,855.0,846.3
67,1,4,30.066,30.1785,30.291,0.225,401.35,904.7
67,1,2,30.35675,30.4655,30.57425,0.2175,1028.3,215.75
67,1,2,30.58625,30.6475,30.70875,0.1225,979.6,223.75
67,1,1,30.753,30.9285,31.104,0.351,305.5,244.1
67,1,1,31.11875,31.167,31.21525,0.0965,355.55,187.9
67,1,4,31.2695,31.3785,31.4875,0.218,350.25,865.75
67,1,4,31.50325,31.5655,31.62775,0.1245,322.75,961.95
67,1,5,31.655,31.746,31.837,0.182,909.4,892.0
67,1,2,31.86675,31.93337,32.0,0.13325,1027.7,315.9
67,1,2,32.0,32.05513,32.11025,0.11025,1027.7,315.9
67,1,2,32.12175,32.4385,32.75525,0.6335,1045.75,312.75
67,1,5,32.80175,32.8785,32.95525,0.1535,855.6,808.25
67,1,5,32.967,33.139,33.311,0.344,879.7,757.5
67,1,4,33.34875,33.4585,33.56825,0.2195,268.5,976.5
67,1,5,35.172,35.2975,35.423,0.251,926.2,820.2
67,1,2,35.45775,35.5555,35.65325,0.1955,957.5,258.0
67,1,2,35.668,35.834,36.0,0.332,1077.95,255.7
67,1,2,36.0,36.0485,36.097,0.097,1077.95,255.7
67,1,5,36.13725,36.219,36.30075,0.1635,919.3,868.6
67,1,5,36.31425,36.5565,36.79875,0.4845,887.05,807.1
67,1,4,36.835,36.9475,37.06,0.225,334.65,968.65
67,1,4,37.074,37.324,37.574,0.5,308.7,1048.25
67,1,5,37.60425,37.80213,38.0,0.39575,884.8,793.95
67,1,5,38.0,38.09538,38.19075,0.19075,884.8,793.95
67,1,2,38.22425,38.3325,38.44075,0.2165,991.8,247.4
67,1,4,38.4875,38.562,38.6365,0.149,366.4,911.4
67,1,4,38.6505,38.699,38.7475,0.097,284.95,958.7
67,1,2,38.8005,38.846,38.8915,0.091,981.7,312.45
67,1,2,38.90625,38.994,39.08175,0.1755,1048.6,262.95
67,1,3,39.11,39.1945,39.279,0.169,1505.75,213.9
67,1,6,39.4635,39.5325,39.6015,0.138,1549.7,892.65
67,1,5,39.63925,39.7415,39.84375,0.2045,913.7,865.35
67,1,4,39.87625,39.905,39.93375,0.0575,391.1,932.9
67,1,5,39.9745,39.98725,40.0,0.0255,886.1,753.85
67,1,5,40.0,40.22975,40.4595,0.4595,886.1,753.85
67,1,2,40.48625,40.9885,41.49075,1.0045,1055.2,316.15
67,1,4,41.537,41.6625,41.788,0.251,381.0,963.0
67,1,4,41.7995,41.89975,42.0,0.2005,333.6,985.45
67,1,4,42.0,42.00475,42.0095,0.0095,333.6,985.45
67,1,5,42.04175,42.151,42.26025,0.2185,906.4,818.7
67,1,5,42.27275,42.4335,42.59425,0.3215,873.0,778.45
67,1,4,42.6265,42.7725,42.9185,0.292,361.7,948.3
67,1,2,42.975,43.0865,43.198,0.223,988.2,361.7
67,1,2,43.21175,43.3645,43.51725,0.3055,1000.45,292.0
67,1,5,43.71725,43.85863,44.0,0.28275,916.45,771.4
67,1,5,44.0,44.02638,44.05275,0.05275,916.45,771.4
67,1,2,44.078,44.186,44.294,0.216,962.4,352.1
67,1,4,44.35825,44.4425,44.52675,0.1685,346.4,935.5
67,1,5,44.55375,44.714,44.87425,0.3205,915.0,875.25
67,1,2,44.90275,45.0,45.09725,0.1945,927.4,362.45
67,1,2,45.11225,45.3535,45.59475,0.4825,964.13892,349.21495
67,1,4,45.65425,45.807,45.95975,0.3055,371.5,927.1
67,1,5,45.98675,45.99338,46.0,0.01325,892.7,840.0
67,1,5,46.0,46.08312,46.16625,0.16625,892.7,840.0
67,1,2,46.19175,46.545,46.89825,0.7065,1021.5,304.25
67,1,5,46.928,47.11,47.292,0.364,922.6,782.05
67,1,2,47.327,47.4035,47.48,0.153,988.9,286.4
67,1,4,47.539,47.6735,47.808,0.269,369.2,969.4
67,1,2,47.8635,47.93175,48.0,0.1365,979.75,322.4
67,1,2,48.0,48.00925,48.0185,0.0185,979.75,322.4
67,1,2,48.033,48.164,48.295,0.262,1017.7,248.0
67,1,5,48.33975,48.56,48.78025,0.4405,905.2,792.4
67,1,2,48.806,49.111,49.416,0.61,994.7,347.5
67,1,5,49.46075,49.73037,50.0,0.53925,880.05,802.95
67,1,5,50.0,50.27863,50.55725,0.55725,880.05,802.95
67,1,2,50.58475,50.7275,50.87025,0.2855,1020.65,329.35
67,1,4,50.90975,50.9995,51.08925,0.1795,360.5,862.5
67,1,4,51.103,51.2635,51.424,0.321,315.2,929.7
67,1,4,51.43525,51.6195,51.80375,0.3685,332.95,988.4
67,1,5,51.832,51.916,52.0,0.168,837.0,830.8
67,1,5,52.0,52.067,52.134,0.134,837.0,830.8
67,1,5,52.1525,52.2085,52.2645,0.112,907.4,719.4
67,1,2,52.28925,52.5245,52.75975,0.4705,1044.2,310.55
67,1,5,52.8115,52.8715,52.9315,0.12,903.8,867.45
67,1,5,52.94625,53.0515,53.15675,0.2105,889.25,782.7
67,1,5,53.1675,53.3255,53.4835,0.316,862.2,742.7
67,1,4,53.5105,53.5925,53.6745,0.164,422.1,1015.2
67,1,4,53.686,53.736,53.786,0.1,368.7,1008.25
67,1,5,53.814,53.8895,53.965,0.151,914.2,752.75
67,1,2,53.98875,53.99438,54.0,0.01125,949.6,358.2
67,1,2,54.0,54.26262,54.52525,0.52525,949.6,358.2
67,1,5,54.55,54.698,54.846,0.296,965.3,752.0
67,1,4,54.885,55.019,55.153,0.268,423.9,929.1
67,1,5,55.18175,55.3045,55.42725,0.2455,895.35,802.3
67,1,2,55.774,55.887,56.0,0.226,958.4,383.8
67,1,2,56.0,56.0945,56.189,0.189,958.4,383.8
67,1,5,56.38775,56.6345,56.88125,0.4935,886.9,803.25
67,1,4,57.0395,57.1825,57.3255,0.286,342.0,1003.6
67,1,2,57.38225,57.431,57.47975,0.0975,934.25,408.6
67,1,2,57.494,57.5915,57.689,0.195,954.9,302.85
67,1,4,57.7515,57.815,57.8785,0.127,448.9,901.5
67,1,4,57.895,57.9475,58.0,0.105,306.95,1015.2
67,1,4,58.0,58.252,58.504,0.504,306.95,1015.2
67,1,5,58.532,58.623,58.714,0.182,847.3,841.1
67,1,2,58.7495,58.8255,58.9015,0.152,908.0,350.6
67,1,2,58.914,58.978,59.042,0.128,938.8,291.95
67,1,4,59.08875,59.315,59.54125,0.4525,281.8,965.2
67,1,2,59.5945,59.7015,59.8085,0.214,858.8,330.9
67,1,2,59.82425,59.8845,59.94475,0.1205,977.6,347.25
67,1,5,59.97,59.985,60.0,0.03,977.4,745.85
67,1,5,60.0,60.129,60.258,0.258,977.4,745.85
67,1,3,60.3055,60.399,60.4925,0.187,1487.8,271.5
67,1,2,60.53175,60.5935,60.65525,0.1235,913.3,275.65
67,1,4,60.70125,60.813,60.92475,0.2235,273.15,945.0
67,1,5,60.974,61.1325,61.291,0.317,1047.1,897.2
67,1,2,61.32825,61.4255,61.52275,0.1945,929.9,391.2
67,1,2,61.53475,61.617,61.69925,0.1645,929.1,330.1
67,1,4,61.76125,61.844,61.92675,0.1655,372.3,879.0
67,1,2,61.98225,61.99112,62.0,0.01775,1017.75,327.65
67,1,2,62.0,62.23188,62.46375,0.46375,1017.75,327.65
67,1,4,62.5125,62.6715,62.8305,0.318,310.2,896.0
67,1,5,62.86225,63.024,63.18575,0.3235,1014.25,803.95
67,1,2,63.21675,63.3385,63.46025,0.2435,928.9,369.7
67,1,5,63.485,63.616,63.747,0.262,952.95,802.1
67,1,5,63.96775,63.98387,64.0,0.03225,960.3,787.2
67,1,5,64.0,64.06663,64.13325,0.13325,960.3,787.2
67,1,5,64.14675,64.458,64.76925,0.6225,879.8,774.9
67,1,2,64.796,65.027,65.258,0.462,1031.4,323.4
67,1,4,65.31725,65.3835,65.44975,0.1325,497.0,868.8
67,1,4,65.467,65.5825,65.698,0.231,320.3,910.0
67,1,2,65.75,65.829,65.908,0.158,1004.6,390.95
67,1,2,65.9205,65.96025,66.0,0.0795,1010.5,332.55
67,1,2,66.0,66.04775,66.0955,0.0955,1010.5,332.55
67,1,5,66.1225,66.2445,66.3665,0.244,882.9,812.6
67,1,4,66.4025,66.702,67.0015,0.599,307.4,927.1
67,1,5,67.03875,67.1235,67.20825,0.1695,936.75,762.85
67,1,2,67.23275,67.432,67.63125,0.3985,1012.4,300.8
67,1,2,67.642,67.7175,67.793,0.151,1068.6,295.0
67,1,5,67.82675,67.91338,68.0,0.17325,914.7,779.0
67,1,5,68.0,68.01962,68.03925,0.03925,914.7,779.0
67,1,5,68.04975,68.325,68.60025,0.5505,868.5,780.05
67,1,2,68.62725,68.7495,68.87175,0.2445,989.1,300.2
67,1,2,68.8825,69.0125,69.1425,0.26,1033.7,319.8
67,1,4,69.192,69.379,69.566,0.374,330.9,923.15
67,1,1,69.60475,69.80237,70.0,0.39525,344.7,264.1
67,1,1,70.0,70.00612,70.01225,0.01225,344.7,264.1
67,1,1,70.02375,70.09,70.15625,0.1325,359.8,215.8
67,1,4,70.19475,70.339,70.48325,0.2885,315.55,884.15
67,1,5,70.513,70.613,70.713,0.2,882.9,836.45
67,1,5,70.7255,70.7915,70.8575,0.132,944.6,826.3
67,1,1,70.907,71.037,71.167,0.26,443.4,234.75
67,1,4,71.22325,71.284,71.34475,0.1215,341.75,977.55
67,1,5,71.37275,71.604,71.83525,0.4625,884.8,783.4
67,1,2,71.86175,71.93088,72.0,0.13825,957.0,261.9
67,1,2,72.0,72.07663,72.15325,0.15325,957.0,261.9
67,1,4,72.2035,72.2975,72.3915,0.188,351.8,1005.75
67,1,4,72.405,72.652,72.899,0.494,285.75,981.9
67,1,5,72.94075,73.1135,73.28625,0.3455,846.6,880.8
67,1,2,73.32775,73.398,73.46825,0.1405,995.6,353.5
67,1,2,73.48175,73.74088,74.0,0.51825,1041.5,312.65
67,1,2,74.0,74.00962,74.01925,0.01925,1041.5,312.65
67,1,5,74.05275,74.2145,74.37625,0.3235,881.6,927.7
67,1,5,74.38975,74.4455,74.50125,0.1115,890.55,849.7
67,1,4,74.5425,74.7,74.8575,0.315,287.4,889.0
67,1,5,74.8895,75.2005,75.5115,0.622,882.7,799.8
67,1,2,75.537,75.633,75.729,0.192,929.6,332.9
67,1,3,75.771,75.8855,76.0,0.229,1538.9,222.15
67,1,3,76.0,76.0595,76.119,0.119,1538.9,222.15
67,1,3,76.13175,76.4695,76.80725,0.6755,1496.0,168.7
67,1,2,76.842,76.869,76.896,0.054,1011.05,380.5
67,1,2,76.91525,76.99,77.06475,0.1495,1080.8,243.7
67,1,2,77.07675,77.387,77.69725,0.6205,1036.6,278.3
67,1,1,77.73925,77.851,77.96275,0.2235,334.3,226.7
67,1,2,78.00575,78.1345,78.26325,0.2575,947.8,281.2
67,1,5,78.296,78.3715,78.447,0.151,873.4,867.05
67,1,5,78.46125,78.5865,78.71175,0.2505,901.25,785.65
67,1,2,79.357,79.6185,79.88,0.523,1043.15,313.7
67,1,4,79.9285,79.96425,80.0,0.0715,397.85,948.7
67,1,4,80.0,80.05125,80.1025,0.1025,397.85,948.7
67,1,4,80.1155,80.2715,80.4275,0.312,324.5,989.7
67,1,5,80.46475,80.589,80.71325,0.2485,863.5,892.1
67,1,4,80.99625,81.0495,81.10275,0.1065,259.0,962.25
67,1,4,81.117,81.195,81.273,0.156,357.2,975.25
67,1,5,81.2995,81.3945,81.4895,0.19,846.0,829.2
67,1,5,81.50375,81.695,81.88625,0.3825,873.0,755.35
67,1,2,81.91425,81.95712,82.0,0.08575,1040.85,305.6
67,1,2,82.0,82.41788,82.83575,0.83575,1040.85,305.6
67,1,3,82.875,82.977,83.079,0.204,1473.7,205.1
67,1,3,83.09,83.545,84.0,0.91,1482.5,120.05
67,1,3,84.0,84.0435,84.087,0.087,1482.5,120.05
67,1,5,84.15275,84.263,84.37325,0.2205,881.5,837.25
67,1,4,84.406,84.536,84.666,0.26,397.1,905.25
67,1,5,84.6935,84.7955,84.8975,0.204,915.1,826.0
67,1,5,84.91,85.0145,85.119,0.209,877.3,799.4
67,1,2,85.1455,85.206,85.2665,0.121,922.0,389.8
67,1,2,85.28175,85.64087,86.0,0.71825,1035.4,324.1
67,1,2,86.0,86.15713,86.31425,0.31425,1035.4,324.1
67,1,5,86.345,86.57,86.795,0.45,895.8,803.2
67,1,4,86.83025,86.9005,86.97075,0.1405,390.75,905.7
67,1,5,86.99625,87.145,87.29375,0.2975,846.0,794.4
67,1,4,87.32625,87.573,87.81975,0.4935,305.9,966.5
67,1,2,88.4545,88.503,88.5515,0.097,957.8,407.5
67,1,2,88.566,89.0375,89.509,0.943,1037.5,330.35
67,1,5,89.544,89.637,89.73,0.186,848.0,855.4
67,2,5,0.4745,0.5175,0.5605,0.086,1015.65,692.6
67,2,2,0.58325,0.7115,0.83975,0.2565,1016.2,294.4
67,2,1,0.8785,0.9525,1.0265,0.148,343.0,258.3
67,2,4,1.06875,1.297,1.52525,0.4565,296.6,726.9
67,2,5,1.575,1.6595,1.744,0.169,1013.75,786.75
67,2,2,1.88025,1.94013,2.0,0.11975,1021.4,256.15
67,2,2,2.0,2.02438,2.04875,0.04875,1021.4,256.15
67,2,4,2.246,2.322,2.398,0.152,502.45,759.65
67,2,5,2.44025,2.535,2.62975,0.1895,984.6,777.0
67,2,6,2.65575,2.8235,2.99125,0.3355,1597.0,856.3
67,2,2,3.1615,3.247,3.3325,0.171,1007.6,267.8
67,2,1,3.374,3.434,3.494,0.12,343.5,213.2
67,2,2,3.53975,3.749,3.95825,0.4185,1033.6,225.7
67,2,4,4.01225,4.117,4.22175,0.2095,346.4,729.4
67,2,5,4.33575,4.4275,4.51925,0.1835,923.7,787.0
67,2,2,4.563,4.6365,4.71,0.147,1020.6,224.1
67,2,3,4.7545,4.8325,4.9105,0.156,1657.6,261.9
67,2,6,4.9605,5.074,5.1875,0.227,1720.6,831.85
67,2,6,5.2005,5.242,5.2835,0.083,1666.4,788.25
67,2,3,5.326,5.4055,5.485,0.159,1609.05,273.45
67,2,2,5.5185,5.6025,5.6865,0.168,990.8,240.7
67,2,1,5.724,5.8085,5.893,0.169,228.3,253.65
67,2,1,5.905,5.9515,5.998,0.093,290.55,248.9
67,2,4,6.0415,6.1505,6.2595,0.218,329.05,846.2
67,2,4,6.276,6.474,6.672,0.396,310.7,724.15
67,2,2,6.72525,6.836,6.94675,0.2215,1062.85,250.6
67,2,5,7.00025,7.103,7.20575,0.2055,925.15,821.7
67,2,6,7.2525,7.358,7.4635,0.211,1653.9,858.95
67,2,6,7.47675,7.5395,7.60225,0.1255,1620.25,790.4
67,2,2,7.69625,7.7825,7.86875,0.1725,1006.75,250.0
67,2,6,7.92075,7.96037,8.0,0.07925,1561.8,729.55
67,2,6,8.0,8.04612,8.09225,0.09225,1561.8,729.55
67,2,6,8.1035,8.127,8.1505,0.047,1600.8,747.95
67,2,4,8.209,8.29,8.371,0.162,267.3,838.05
67,2,4,8.386,8.49,8.594,0.208,312.6,727.15
67,2,2,8.63925,8.768,8.89675,0.2575,959.1,257.2
67,2,2,8.91,9.105,9.3,0.39,1044.2,259.7
67,2,6,9.34125,9.425,9.50875,0.1675,1587.7,694.8
67,2,6,9.522,9.761,10.0,0.478,1664.5,743.0
67,2,6,10.0,10.282,10.564,0.564,1664.5,743.0
67,2,2,10.60975,10.742,10.87425,0.2645,970.15,314.2
67,2,4,10.932,11.071,11.21,0.278,411.3,770.4
67,2,4,11.2255,11.3175,11.4095,0.184,307.2,743.6
67,2,2,11.46,11.513,11.566,0.106,1006.25,336.3
67,2,2,11.58,11.66,11.74,0.16,1062.2,259.7
67,2,2,11.7525,11.857,11.9615,0.209,1070.95,193.55
67,2,4,12.02275,12.1025,12.18225,0.1595,347.15,700.75
67,2,4,12.19325,12.3815,12.56975,0.3765,290.0,719.1
67,2,6,12.63775,12.739,12.84025,0.2025,1674.5,843.1
67,2,2,12.88975,12.9785,13.06725,0.1775,974.4,252.0
67,2,1,13.10425,13.2285,13.35275,0.2485,307.25,237.4
67,2,4,13.38475,13.4595,13.53425,0.1495,367.8,870.55
67,2,4,13.5525,13.6595,13.7665,0.214,325.5,688.4
67,2,6,13.9695,13.98475,14.0,0.0305,1611.35,850.95
67,2,6,14.0,14.09875,14.1975,0.1975,1611.35,850.95
67,2,2,14.2495,14.418,14.5865,0.337,947.2,251.6
67,2,1,14.61975,14.911,15.20225,0.5825,360.2,259.7
67,2,4,15.24825,15.386,15.52375,0.2755,283.85,786.9
67,2,5,15.5705,15.6345,15.6985,0.128,965.6,747.05
67,2,2,15.83225,15.903,15.97375,0.1415,980.15,211.9
67,2,1,16.00975,16.179,16.34825,0.3385,358.25,249.2
67,2,2,16.58075,16.6685,16.75625,0.1755,915.5,173.15
67,2,4,16.8,16.9005,17.001,0.201,338.9,755.2
67,2,1,17.04125,17.1025,17.16375,0.1225,436.6,204.2
67,2,1,17.17825,17.279,17.37975,0.2015,352.7,246.8
67,2,2,17.4135,17.6355,17.8575,0.444,1037.95,193.0
67,2,4,17.92275,17.96138,18.0,0.07725,286.15,811.3
67,2,4,18.0,18.10963,18.21925,0.21925,286.15,811.3
67,2,1,18.26125,18.321,18.38075,0.1195,329.65,298.5
67,2,6,18.80575,18.8955,18.98525,0.1795,1559.2,827.9
67,2,4,19.0375,19.139,19.2405,0.203,326.15,818.1
67,2,4,19.25425,19.355,19.45575,0.2015,302.05,738.85
67,2,6,19.51425,19.5925,19.67075,0.1565,1620.65,756.6
67,2,6,19.68425,19.8155,19.94675,0.2625,1681.6,773.9
67,2,2,20.412,20.52,20.628,0.216,923.4,210.8
67,2,2,20.64025,20.7015,20.76275,0.1225,985.3,222.1
67,2,1,20.79125,20.8895,20.98775,0.1965,451.25,263.45
67,2,2,21.032,21.1395,21.247,0.215,1040.8,243.2
67,2,2,21.25975,21.4865,21.71325,0.4535,1097.3,231.2
67,2,1,21.768,21.884,22.0,0.232,395.6,294.2
67,2,1,22.0,22.2805,22.561,0.561,395.6,294.2
67,2,4,22.5975,22.6675,22.7375,0.14,303.9,856.7
67,2,4,22.75375,23.0065,23.25925,0.5055,310.4,726.3
67,2,2,23.3115,23.396,23.4805,0.169,944.9,232.5
67,2,2,23.495,23.7195,23.944,0.449,1057.15,238.05
67,2,1,24.18675,24.2665,24.34625,0.1595,321.05,356.9
67,2,1,24.3585,24.395,24.4315,0.073,259.4,338.75
67,2,5,24.475,24.6135,24.752,0.277,952.85,782.05
67,2,6,24.78325,24.908,25.03275,0.2495,1635.4,830.1
67,2,4,25.092,25.173,25.254,0.162,395.0,822.9
67,2,4,25.26925,25.362,25.45475,0.1855,294.8,788.8
67,2,1,25.48325,25.5565,25.62975,0.1465,285.1,335.45
67,2,2,25.661,25.755,25.849,0.188,1011.5,238.35
67,2,2,25.863,25.9315,26.0,0.137,1079.0,209.3
67,2,2,26.0,26.0585,26.117,0.117,1079.0,209.3
67,2,1,26.157,26.227,26.297,0.14,353.0,290.1
67,2,4,26.3355,26.4105,26.4855,0.15,416.8,676.2
67,2,4,26.49975,26.561,26.62225,0.1225,354.5,726.3
67,2,1,26.646,26.7265,26.807,0.161,288.9,309.0
67,2,2,26.844,26.978,27.112,0.268,989.9,252.6
67,2,6,27.15425,27.2895,27.42475,0.2705,1550.8,687.6
67,2,4,27.6135,27.6875,27.7615,0.148,313.5,862.2
67,2,1,27.78925,27.8725,27.95575,0.1665,329.9,311.85
67,2,1,27.9725,27.98625,28.0,0.0275,306.5,244.65
67,2,1,28.0,28.05725,28.1145,0.1145,306.5,244.65
67,2,4,28.158,28.262,28.366,0.208,318.85,696.8
67,2,1,28.3915,28.479,28.5665,0.175,297.4,320.95
67,2,2,28.601,28.74,28.879,0.278,980.35,201.55
67,2,1,28.92075,29.001,29.08125,0.1605,297.8,279.8
67,2,4,29.1225,29.2385,29.3545,0.232,386.8,759.3
67,2,1,29.38725,29.4725,29.55775,0.1705,307.0,376.5
67,2,2,29.598,29.799,30.0,0.402,1022.5,237.3
67,2,2,30.0,30.073,30.146,0.146,1022.5,237.3
67,2,4,30.21025,30.313,30.41575,0.2055,334.7,897.3
67,2,2,30.4785,30.6275,30.7765,0.298,1032.3,261.3
67,2,2,30.7895,31.0095,31.2295,0.44,1085.9,234.9
67,2,1,31.27025,31.3545,31.43875,0.1685,305.35,348.7
67,2,4,31.47825,31.674,31.86975,0.3915,305.1,740.35
67,2,1,31.893,31.9465,32.0,0.107,355.85,317.6
67,2,1,32.0,32.133,32.266,0.266,355.85,317.6
67,2,2,32.30325,32.418,32.53275,0.2295,981.1,234.2
67,2,2,32.5475,32.6735,32.7995,0.252,1091.15,229.5
67,2,6,32.84375,32.9525,33.06125,0.2175,1634.8,780.9
67,2,6,33.07275,33.1405,33.20825,0.1355,1578.6,763.4
67,2,5,33.24275,33.3235,33.40425,0.1615,933.6,855.8
67,2,4,33.443,33.567,33.691,0.248,324.0,796.5
67,2,4,33.7015,33.785,33.8685,0.167,291.15,764.95
67,2,1,33.904,33.952,34.0,0.096,272.05,329.0
67,2,1,34.0,34.002,34.004,0.004,272.05,329.0
67,2,1,34.019,34.081,34.143,0.124,339.9,245.6
67,2,2,34.17325,34.474,34.77475,0.6015,1050.1,284.6
67,2,5,34.8175,35.0535,35.2895,0.472,981.85,714.45
67,2,4,35.32975,35.4175,35.50525,0.1755,325.2,781.6
67,2,4,35.516,35.692,35.868,0.352,296.35,737.2
67,2,1,35.90525,35.95262,36.0,0.09475,333.1,221.8
67,2,1,36.0,36.07037,36.14075,0.14075,333.1,221.8
67,2,1,36.15375,36.1925,36.23125,0.0775,404.7,224.3
67,2,2,36.27225,36.3635,36.45475,0.1825,944.55,226.75
67,2,2,36.4705,36.912,37.3535,0.883,1088.6,232.2
67,2,3,37.3835,37.4815,37.5795,0.196,1560.1,210.2
67,2,1,37.64325,37.7575,37.87175,0.2285,306.25,319.9
67,2,1,37.884,37.942,38.0,0.116,363.25,306.2
67,2,1,38.0,38.0425,38.085,0.085,363.25,306.2
67,2,4,38.10925,38.3825,38.65575,0.5465,328.1,734.3
67,2,5,38.69375,38.797,38.90025,0.2065,981.1,813.75
67,2,2,39.42,39.5695,39.719,0.299,1043.15,222.0
67,2,2,39.73,39.7725,39.815,0.085,1088.85,218.6
67,2,1,39.858,39.929,40.0,0.142,295.25,226.9
67,2,1,40.0,40.057,40.114,0.114,295.25,226.9
67,2,1,40.12525,40.239,40.35275,0.2275,335.95,253.5
67,2,4,40.39275,40.5665,40.74025,0.3475,299.15,731.9
67,2,2,40.78425,40.8725,40.96075,0.1765,884.9,245.1
67,2,1,40.992,41.1865,41.381,0.389,347.75,259.0
67,2,2,41.4185,41.5745,41.7305,0.312,1017.15,207.7
67,2,2,41.74225,41.8105,41.87875,0.1365,1078.1,246.75
67,2,4,41.94025,41.97012,42.0,0.05975,306.15,836.8
67,2,4,42.0,42.10138,42.20275,0.20275,306.15,836.8
67,2,4,42.21675,42.6365,43.05625,0.8395,292.7,727.9
67,2,2,43.10425,43.189,43.27375,0.1695,993.65,275.55
67,2,2,43.286,43.431,43.576,0.29,1044.6,232.05
67,2,1,43.61675,43.80837,44.0,0.38325,351.6,270.5
67,2,1,44.0,44.06812,44.13625,0.13625,351.6,270.5
67,2,2,44.27525,44.369,44.46275,0.1875,956.5,241.5
67,2,4,44.52175,44.66,44.79825,0.2765,302.9,818.5
67,2,1,44.836,44.938,45.04,0.204,385.3,272.3
67,2,1,45.05425,45.113,45.17175,0.1175,437.2,220.3
67,2,2,45.21425,45.2965,45.37875,0.1645,1015.3,241.3
67,2,2,45.3915,45.5065,45.6215,0.23,1082.0,228.5
67,2,4,45.68475,45.84238,46.0,0.31525,296.25,767.1
67,2,4,46.0,46.10712,46.21425,0.21425,296.25,767.1
67,2,1,46.2415,46.359,46.4765,0.235,391.85,237.25
67,2,2,46.505,46.6415,46.778,0.273,1010.4,217.95
67,2,2,46.79075,46.944,47.09725,0.3065,1079.0,220.05
67,2,1,47.1365,47.247,47.3575,0.221,429.5,200.6
67,2,2,47.38675,47.452,47.51725,0.1305,993.55,194.9
67,2,1,48.1065,48.179,48.2515,0.145,407.8,392.9
67,2,2,48.285,48.393,48.501,0.216,1041.1,241.4
67,2,4,48.55025,48.6695,48.78875,0.2385,259.9,803.65
67,2,4,48.80375,48.915,49.02625,0.2225,302.8,720.35
67,2,1,49.05875,49.1835,49.30825,0.2495,366.35,245.7
67,2,2,49.341,49.6025,49.864,0.523,1022.1,224.3
67,2,1,49.89575,49.932,49.96825,0.0725,520.4,222.4
67,2,4,50.14025,50.252,50.36375,0.2235,291.75,759.2
67,2,5,50.4095,50.5805,50.7515,0.342,895.7,806.2
67,2,6,50.78625,50.95,51.11375,0.3275,1607.1,818.85
67,2,1,51.3645,51.428,51.4915,0.127,535.0,220.25
67,2,1,51.51,51.7035,51.897,0.387,354.1,234.7
67,2,2,51.9285,51.96425,52.0,0.0715,920.4,235.8
67,2,2,52.0,52.07575,52.1515,0.1515,920.4,235.8
67,2,2,52.16525,52.275,52.38475,0.2195,1007.5,241.85
67,2,5,52.42425,52.556,52.68775,0.2635,838.9,726.5
67,2,4,52.7215,52.808,52.8945,0.173,347.95,772.95
67,2,4,52.90625,52.9545,53.00275,0.0965,288.35,761.55
67,2,2,53.045,53.1145,53.184,0.139,920.85,348.3
67,2,2,53.2025,53.307,53.4115,0.209,1024.2,205.15
67,2,2,53.4235,53.4745,53.5255,0.102,1074.3,190.75
67,2,1,53.57875,53.7305,53.88225,0.3035,388.0,198.7
67,2,4,53.93825,53.96912,54.0,0.06175,370.9,766.95
67,2,4,54.0,54.18988,54.37975,0.37975,370.9,766.95
