frame_number,time_end,angle_dial_id_1_pos_6,speed_dial_id_1_pos_6,angle_dial_id_2_pos_3,speed_dial_id_2_pos_3,angle_dial_id_3_pos_1,speed_dial_id_3_pos_1,angle_dial_id_4_pos_4,speed_dial_id_4_pos_4,angle_dial_id_5_pos_5,speed_dial_id_5_pos_5,angle_dial_id_6_pos_2,speed_dial_id_6_pos_2
1,0.02,1.89019535384504,0,-2.3413786730462,0,0.40139447547303,0,-0.25316337746538,0,0.916889576152815,0,-0.753185962228907,0
2,0.04,1.89098263448097,0.0393640317963295,-2.33821706203154,0.15808055073312,0.402008046136706,0.0306785331838005,-0.265078056236052,-0.595733938533596,0.923222862054822,0.316664295100305,-0.729240549813596,1.19727062076555
3,0.06,1.89175229111835,0.0384828318692909,-2.33503385360587,0.15916042128381,0.402657244635206,0.0324599249250296,-0.276849831269361,-0.58858875166547,0.928918393396604,0.284776567089123,-0.704717627946365,1.22614609336156
4,0.08,1.89250431773309,0.0376013307370915,-2.33182912718851,0.160236320867724,0.403342283478068,0.0342519421430959,-0.288473125475997,-0.581164710331752,0.93396681509916,0.252421085127796,-0.679642196975471,1.2537715485447
5,0.1,1.89323870852508,0.0367195395993725,-2.32860296289756,0.161308214547651,0.404063372397472,0.0360544459701934,-0.29994245383028,-0.573466417714194,0.938359194907919,0.219618990437942,-0.65404211506808,1.28000409536957
6,0.12,1.89395545791845,0.0358374696682651,-2.32535544154737,0.16237606750924,0.404820718321958,0.0378672962243115,-0.311252426263317,-0.565498621651847,0.942087039087174,0.186392208962749,-0.62794808686294,1.30470141025699
7,0.14,1.89465456056175,0.034955132164971,-2.32208664464476,0.163439845130608,0.405614525348738,0.0396903513389835,-0.322397750497616,-0.557266211714919,0.945142307852226,0.152763438252623,-0.601393641440997,1.32772227109714
8,0.16,1.8953360113275,0.0340725382877771,-2.31879665438658,0.164499512908911,0.406444994718287,0.0415234684774474,-0.333373234817942,-0.548774216016315,0.947517430511134,0.118756132945397,-0.574415099510338,1.34892709653296
9,0.18,1.89599980531284,0.0331896992669556,-2.31548555365493,0.165555036582488,0.407312324787646,0.0433665034679703,-0.344173790779195,-0.540027798062662,0.949205320290267,0.084394488956635,-0.547051529792377,1.36817848589802
10,0.2,1.8966459378394,0.0323066263278937,-2.31215342601542,0.166606381975543,0.408216711004558,0.0452193108455595,-0.35479443584896,-0.531032253488251,0.9501993888109,0.0497034260316498,-0.519344694585071,1.38534176036533
11,0.22,1.89727440445273,0.0314233306666356,-2.30880035571276,0.16765351513337,0.409158345881981,0.047081743871169,-0.365230295984528,-0.521793006778365,0.950493560194438,0.0147085691769244,-0.491338984569527,1.40028550077717
