frame_number,time_end,angle_dial_id_1_pos_3,speed_dial_id_1_pos_3,angle_dial_id_2_pos_5,speed_dial_id_2_pos_5,angle_dial_id_3_pos_6,speed_dial_id_3_pos_6,angle_dial_id_4_pos_1,speed_dial_id_4_pos_1,angle_dial_id_5_pos_4,speed_dial_id_5_pos_4,angle_dial_id_6_pos_2,speed_dial_id_6_pos_2
1,0.02,1.76336523276336,0,-0.333884806737339,0,1.10504805493468,0,0.615536083674399,0,-0.908946656757362,0,-0.472813410571063,0
2,0.04,1.76344592958217,0.00403484094066986,-0.326893960818028,0.349542295965558,1.11408602371059,0.451898438795206,0.615323745712847,-0.0106168980776256,-0.915371762361583,-0.321255280211091,-0.432291855253138,2.02607776589625
3,0.06,1.7635218541201,0.00379622689643533,-0.319902776336739,0.349559224064436,1.12305641121639,0.448519375289969,0.615191538624507,-0.00661035441698599,-0.921523636304936,-0.307593697167641,-0.390383420409814,2.0954217421662
4,0.08,1.76359300764211,0.00355767610041857,-0.312911368664354,0.34957038361926,1.13195813390536,0.445086134448736,0.615140923582447,-0.00253075210300269,-0.927378306247236,-0.292733497115016,-0.34716727770834,2.16080713507369
5,0.1,1.76365939144228,0.00331919000883252,-0.305919853266845,0.349575769875454,1.14079011726962,0.441599168212825,0.61517333113775,0.00162037776513801,-0.932912073063331,-0.276688340804726,-0.302725592547135,2.22208425806023
6,0.12,1.76372100684293,0.00308077003216001,-0.298928345700526,0.349575378315953,1.1495512959922,0.43805893612906,0.615290159986744,0.00584144244972218,-0.938101549081187,-0.259473800892801,-0.257143261254186,2.27911656464749
7,0.14,1.76377785519521,0.00284241761425719,-0.29193696161162,0.349569204445288,1.15824061410094,0.434465905436798,0.615492775751333,0.0101307882294233,-0.942923695865498,-0.241107339215552,-0.210507641509212,2.33178098724868
8,0.16,1.76382993787866,0.00260413417236816,-0.284945816731767,0.349557243992618,1.16685702511902,0.430820550904243,0.615782509775686,0.0144867012176864,-0.947355861495038,-0.221608281476982,-0.162908276908474,2.3799682300369
9,0.18,1.7638772563015,0.0023659211420779,-0.27795502687714,0.349539492731349,1.17539949221446,0.427123354771763,0.616160657938028,0.0189074081170582,-0.951375817278813,-0.200997789188773,-0.11443661663398,2.4235830137247
10,0.2,1.76391981190033,0.00212777994134106,-0.270964707944026,0.349515946655712,1.1838669883443,0.423374806492072,0.61662847947573,0.0233910768851375,-0.954961793848238,-0.179298828471253,-0.0651857311552842,2.46254427393479
