frame_number,time_end,angle_dial_id_1_pos_5,speed_dial_id_1_pos_5,angle_dial_id_2_pos_3,speed_dial_id_2_pos_3,angle_dial_id_3_pos_1,speed_dial_id_3_pos_1,angle_dial_id_4_pos_4,speed_dial_id_4_pos_4,angle_dial_id_5_pos_2,speed_dial_id_5_pos_2,angle_dial_id_6_pos_6,speed_dial_id_6_pos_6
1,0.02,0.514255444867313,0,-0.848783338979488,0,0.0759561899229968,0,-1.27303926775006,0,-0.0638470490937078,0,-0.21227608735585,0
2,0.04,0.511785724872701,-0.123485999730616,-0.845576196589415,0.160357119503624,0.0685064155312846,-0.372488719585609,-1.26310247287185,0.496839743910549,-0.0882626960995608,-1.22078235029265,-0.226009149205762,-0.686653092495557
3,0.06,0.509306700913077,-0.123951197981187,-0.842359458367475,0.160836911096995,0.0611153301515498,-0.369554268986742,-1.25325914599838,0.492166343673317,-0.113218734590086,-1.24780192452627,-0.239330002576463,-0.666042668535069
4,0.08,0.506818406620874,-0.124414714610138,-0.839133243842569,0.161310726245301,0.0537835762959372,-0.36658769278063,-1.24350844175215,0.487535212311874,-0.138704070471109,-1.27426679405115,-0.252185656090858,-0.642782675719732
5,0.1,0.504320875754447,-0.124876543321389,-0.835897673065918,0.16177853883258,0.0465117782257117,-0.363589903511273,-1.23384943484103,0.482950345555899,-0.164706990084246,-1.30014598065685,-0.26452446599848,-0.616940495381127
6,0.12,0.501814142198441,-0.12533667780027,-0.832652866605724,0.162240323009682,0.0393005418866228,-0.360561816954442,-1.2242811220077,0.478415641666297,-0.191215174190455,-1.32540920531045,-0.276296333403635,-0.588593370257756
7,0.14,0.499298239962704,-0.125795111786864,-0.829398945543733,0.162696053099559,0.0321504548432788,-0.357504352167202,-1.21480242401315,0.473934899727413,-0.218215712705023,-1.35002692572837,-0.287452896435104,-0.557828151573442
8,0.16,0.496773203182411,-0.126251839014627,-0.826136031470492,0.163145703662076,0.0250620862197142,-0.35441843117823,-1.20541218767288,0.469511817013823,-0.245695120102009,-1.37397036984932,-0.297947716694293,-0.524741012959459
9,0.18,0.494239066116299,-0.126706853305636,-0.822864246481169,0.16358924946614,0.0180359866439435,-0.351304978788535,-1.1961091879212,0.465149987583602,-0.273639351495783,-1.39721156968867,-0.307736459355117,-0.489437133041171
10,0.2,0.491695863147802,-0.127160148424837,-0.819583713171015,0.164026665507694,0.011072688198571,-0.348164922268624,-1.18689212992325,0.460852899897946,-0.302033819361077,-1.41972339326474,-0.316777066297192,-0.452030347103755
11,0.22,0.489143628783614,-0.127611718209369,-0.816294554631397,0.164457926980915,0.0041727043723947,-0.344999191308815,-1.17775965121568,0.456623935378375,-0.33086341086654,-1.44147957527315,-0.325029921679473,-0.412642769114074
12,0.24,0.486582397654188,-0.128061556471326,-0.812996894444862,0.164883009326716,-0.00266346997886489,-0.34180871756298,-1.16871032389021,0.452466366273652,-0.360112505785032,-1.46245474592461,-0.332458009400647,-0.371404386058674
